Factories	2
Families	20
Machines	40
SetupType	3

Number of Jobs in each Family
8	7	10	1	1	8	6	6	4	1	7	8	1	8	1	5	7	10	10	1	

Jobs in each Family
0	1	2	3	4	5	6	7	
8	9	10	11	12	13	14	
15	16	17	18	19	20	21	22	23	24	
25	
26	
27	28	29	30	31	32	33	34	
35	36	37	38	39	40	
41	42	43	44	45	46	
47	48	49	50	
51	
52	53	54	55	56	57	58	
59	60	61	62	63	64	65	66	
67	
68	69	70	71	72	73	74	75	
76	
77	78	79	80	81	
82	83	84	85	86	87	88	
89	90	91	92	93	94	95	96	97	98	
99	100	101	102	103	104	105	106	107	108	
109	

Total number of jobs
110

Processing times of jobs
6	2	9	8	2	8	9	3	2	5	8	5	4	3	10	1	2	7	2	5	2	1	5	4	3	6	10	4	3	3	6	4	2	3	4	4	5	3	6	3	
6	8	5	4	6	7	3	7	9	8	5	9	2	6	1	3	3	5	10	6	5	1	2	10	2	8	2	7	4	8	5	9	4	10	4	3	6	5	5	7	
5	7	4	8	6	8	7	5	7	4	2	1	5	7	5	1	4	9	5	4	1	9	2	2	5	6	7	1	10	8	5	3	3	2	5	6	10	10	2	3	
5	5	9	4	6	9	6	4	7	8	10	5	9	9	3	3	5	4	4	5	9	9	10	3	5	3	2	6	5	8	1	5	1	8	7	2	3	6	5	9	
5	6	10	3	10	4	3	9	2	10	8	1	7	4	8	10	6	1	3	2	10	9	8	10	2	9	2	10	5	5	3	9	7	7	7	2	5	4	6	5	
5	10	2	10	2	4	5	8	2	10	4	7	1	4	5	6	5	2	1	9	2	2	9	9	6	8	3	4	5	7	8	7	7	4	3	6	2	3	3	8	
8	3	2	5	7	1	3	1	2	7	8	3	2	6	6	4	7	8	10	9	2	7	6	8	3	2	8	3	8	5	7	1	5	7	4	3	5	4	10	8	
7	1	3	5	9	2	4	9	6	3	8	8	3	4	7	10	3	7	4	1	1	8	8	7	1	6	8	2	9	5	8	6	2	6	4	3	3	9	6	4	
7	9	1	3	9	2	8	8	8	1	6	10	9	10	6	8	5	4	10	1	6	2	2	5	2	1	10	1	10	4	4	10	9	2	5	6	10	1	2	10	
1	9	5	1	3	4	1	10	10	10	1	9	5	8	5	3	1	3	1	4	1	1	10	8	3	10	1	3	4	3	2	9	8	10	8	2	2	6	1	3	
