Factories	2
Families	20
Machines	4
SetupType	2

Number of Jobs in each Family
10	7	8	2	5	8	10	8	4	3	6	5	2	5	8	8	3	7	4	5	

Jobs in each Family
0	1	2	3	4	5	6	7	8	9	
10	11	12	13	14	15	16	
17	18	19	20	21	22	23	24	
25	26	
27	28	29	30	31	
32	33	34	35	36	37	38	39	
40	41	42	43	44	45	46	47	48	49	
50	51	52	53	54	55	56	57	
58	59	60	61	
62	63	64	
65	66	67	68	69	70	
71	72	73	74	75	
76	77	
78	79	80	81	82	
83	84	85	86	87	88	89	90	
91	92	93	94	95	96	97	98	
99	100	101	
102	103	104	105	106	107	108	
109	110	111	112	
113	114	115	116	117	

Total number of jobs
118

Processing times of jobs
5	7	8	6	
5	6	9	1	
8	3	1	8	
8	10	4	4	
9	6	1	9	
7	4	6	7	
9	9	9	1	
8	8	10	2	
4	1	8	9	
2	8	9	2	
9	7	6	3	
2	1	6	8	
5	6	5	1	
8	8	9	7	
7	3	3	2	
10	5	8	6	
4	8	4	5	
3	5	10	9	
3	4	9	9	
7	4	3	4	
8	6	10	1	
10	2	8	6	
9	7	8	10	
6	4	3	10	
6	3	4	6	
2	6	2	7	
7	4	3	5	
10	9	6	6	
5	10	1	1	
10	10	5	1	
5	3	9	10	
3	3	2	7	
4	3	4	10	
8	9	8	8	
4	1	6	1	
2	2	6	7	
4	1	6	8	
5	10	8	9	
8	5	4	7	
2	8	1	6	
4	10	3	4	
10	8	2	7	
3	6	10	6	
9	2	10	5	
1	2	9	1	
3	4	3	6	
1	5	9	8	
3	1	4	4	
5	8	4	6	
2	3	1	9	
4	5	1	4	
5	3	5	7	
9	1	3	5	
6	10	1	7	
2	10	5	6	
5	1	9	7	
8	10	1	3	
1	8	1	8	
1	3	4	3	
1	6	8	6	
6	7	6	9	
3	10	6	6	
10	4	8	4	
1	2	1	4	
7	10	8	1	
4	9	6	8	
1	1	8	1	
8	3	2	5	
2	10	2	3	
7	2	8	7	
9	1	5	6	
5	7	8	7	
3	2	6	4	
5	6	7	2	
3	7	3	6	
2	5	10	1	
3	8	10	6	
1	6	2	1	
4	7	8	1	
2	5	6	10	
1	4	3	9	
7	3	8	2	
7	1	1	5	
8	8	4	2	
4	7	1	8	
6	4	3	1	
4	8	5	10	
6	8	6	10	
7	2	9	9	
9	6	4	9	
2	7	6	9	
1	6	6	9	
5	1	8	2	
2	3	5	7	
1	2	5	2	
10	2	1	8	
6	10	9	4	
9	2	9	2	
3	9	7	1	
1	10	10	6	
9	4	4	8	
5	1	10	7	
8	1	8	6	
3	4	3	7	
7	8	8	6	
2	5	5	10	
2	4	10	9	
7	3	9	6	
9	7	8	9	
10	1	5	10	
1	6	2	9	
1	5	8	2	
10	1	5	10	
10	3	1	2	
9	10	1	6	
4	1	5	3	
4	4	9	2	
10	10	2	6	

Stepup times between Families, where [f][f] represents initial setup time
On machine	1
1	19	30	26	32	29	35	33	12	29	50	28	48	12	19	15	45	33	31	47	
16	41	4	4	4	40	42	47	11	46	11	38	31	5	1	17	17	45	6	26	
37	46	1	37	31	38	4	6	3	4	25	13	39	31	11	20	5	6	8	36	
44	23	44	3	35	3	19	33	1	45	47	6	28	2	44	40	17	1	36	48	
24	47	35	47	20	13	7	40	29	36	45	44	16	4	18	8	4	47	40	39	
7	41	42	19	14	43	27	42	13	5	45	27	23	45	49	7	26	7	40	33	
8	14	39	39	17	19	8	14	7	21	20	18	48	29	34	22	23	15	42	42	
37	21	12	4	24	15	26	38	36	17	6	25	44	48	26	12	29	41	4	34	
26	42	19	1	2	17	30	42	42	46	41	7	4	33	23	46	31	39	14	32	
9	27	46	31	31	18	49	30	45	2	38	41	2	23	50	37	7	1	29	35	
3	14	18	2	37	27	34	30	25	30	25	34	29	5	30	26	23	1	21	32	
6	25	22	47	40	30	14	1	30	21	10	41	19	11	23	43	6	33	3	39	
33	36	29	16	26	17	34	5	36	39	22	33	11	18	9	21	4	8	47	26	
50	20	46	13	9	30	3	23	42	37	7	30	42	20	13	5	13	13	22	9	
31	37	22	2	3	5	21	41	21	3	7	18	22	18	8	43	10	43	45	25	
38	1	13	16	48	42	34	18	39	6	23	13	33	39	23	20	8	40	32	27	
45	7	34	24	30	40	37	12	14	26	38	40	12	7	21	20	17	30	38	49	
22	26	42	38	41	50	16	4	26	30	3	16	43	48	25	30	4	5	28	11	
29	47	42	49	33	49	1	4	17	8	39	28	37	19	17	43	17	40	31	16	
36	27	13	13	10	36	30	34	18	17	31	50	41	46	35	5	24	24	47	19	
On machine	2
16	36	37	32	39	11	38	29	17	48	30	37	29	16	50	36	50	9	49	35	
40	46	30	21	28	27	16	23	9	24	32	43	26	20	35	7	44	48	1	22	
14	42	46	42	25	2	32	35	16	41	38	44	16	25	28	16	30	40	36	23	
5	24	5	28	18	34	25	40	47	39	35	1	1	39	33	46	19	31	32	47	
34	6	23	45	39	21	19	37	18	22	18	12	36	19	34	47	45	17	31	44	
37	23	27	23	21	9	30	22	22	23	46	16	29	25	31	27	46	2	45	27	
5	3	35	8	13	45	3	15	20	37	34	22	46	26	47	33	8	19	15	15	
2	6	18	29	36	16	43	4	18	31	21	36	50	3	34	4	15	30	38	40	
15	48	17	17	3	19	35	36	12	29	16	46	42	14	48	11	36	33	28	33	
11	38	12	21	21	16	12	16	8	43	13	15	1	36	16	12	16	8	1	25	
25	43	50	9	33	25	5	29	33	44	40	44	50	37	24	30	2	8	34	15	
46	37	7	46	22	1	35	48	36	29	43	3	17	35	18	21	31	19	30	42	
33	49	19	22	31	4	29	35	4	23	39	48	34	34	21	12	38	43	36	42	
26	20	42	12	38	37	10	25	35	39	47	29	15	30	8	10	1	3	5	47	
44	41	1	21	50	19	21	45	5	12	44	48	10	31	19	33	29	10	35	36	
38	45	36	29	40	37	39	27	11	42	46	5	25	6	30	41	2	8	33	6	
50	4	44	47	23	46	46	6	49	29	20	27	12	13	11	24	43	49	26	32	
13	45	37	1	5	26	22	30	26	37	12	12	17	34	3	42	15	34	1	13	
45	22	30	47	25	49	41	49	40	14	8	39	2	38	27	19	9	28	44	45	
37	36	4	18	44	28	24	44	25	41	27	25	45	28	33	49	38	29	32	12	
On machine	3
42	8	41	21	16	28	42	34	18	18	16	38	44	37	25	39	14	1	35	4	
26	32	26	37	40	5	50	44	24	23	38	35	2	42	16	26	26	17	38	46	
12	2	26	48	49	20	24	47	20	46	28	49	49	38	30	1	45	25	41	19	
18	21	8	7	36	13	31	41	7	31	44	26	30	36	1	40	36	13	23	3	
50	35	15	10	18	35	12	11	24	42	12	34	48	26	19	13	40	8	34	12	
35	18	44	5	24	8	34	1	15	15	13	28	5	48	18	13	7	37	14	34	
17	28	48	22	7	22	43	41	1	4	26	22	29	18	20	20	22	2	11	44	
23	48	22	31	14	40	38	3	16	20	47	44	9	19	47	24	46	30	46	21	
6	23	47	16	2	29	27	50	1	24	14	23	44	7	44	45	15	16	30	18	
3	26	9	22	31	16	29	21	13	33	3	24	47	5	5	26	28	5	25	30	
13	23	32	29	22	17	32	13	9	48	23	39	8	46	50	40	23	3	18	2	
31	45	8	46	33	5	43	43	28	41	22	19	2	17	7	33	30	35	22	34	
10	9	31	16	50	6	25	30	6	45	5	14	38	18	7	22	15	7	29	15	
49	39	49	33	46	20	35	6	35	16	20	45	41	15	18	45	38	7	40	28	
43	11	23	26	33	12	16	29	40	16	45	47	17	9	42	31	14	14	44	48	
15	2	1	11	21	22	19	40	15	27	7	26	28	27	18	16	40	11	38	32	
14	33	12	35	4	17	34	42	39	13	19	17	12	26	12	36	14	10	25	12	
13	31	21	11	14	9	26	35	34	40	12	24	9	24	3	16	7	5	35	5	
14	45	15	41	43	27	37	45	11	31	13	41	14	9	18	8	50	1	4	41	
26	45	14	18	20	41	48	17	21	3	3	33	41	6	4	24	24	41	26	27	
On machine	4
17	1	25	15	7	28	14	16	30	15	44	36	46	2	40	37	24	29	41	5	
35	3	19	13	38	24	48	45	25	17	35	5	10	1	27	34	47	4	34	9	
25	46	6	5	49	3	20	43	8	20	2	5	14	13	47	20	32	23	27	38	
2	39	40	30	2	9	23	31	29	22	36	50	34	32	39	17	2	24	7	23	
36	9	47	1	20	7	25	39	46	32	38	46	36	39	18	41	47	6	13	37	
13	14	33	44	37	1	45	24	34	3	41	37	3	26	34	14	43	26	24	29	
44	19	21	1	34	33	50	19	9	37	27	33	1	43	42	2	4	9	44	4	
49	12	42	5	46	16	23	8	34	24	19	6	43	46	12	29	18	17	22	19	
50	26	5	16	11	39	46	13	22	12	27	10	33	7	25	32	15	3	43	5	
20	7	22	25	44	31	4	43	20	36	22	38	10	19	30	48	33	16	17	33	
2	30	6	18	15	42	19	37	36	29	41	32	11	11	15	15	1	32	28	14	
34	2	22	44	35	4	33	21	7	32	32	15	1	1	43	13	4	20	26	24	
34	5	38	24	24	38	18	33	45	31	14	40	13	42	49	48	23	9	38	16	
49	1	32	31	22	45	39	34	34	7	14	7	8	17	4	24	24	38	49	38	
31	18	14	37	25	17	2	49	14	37	33	5	19	45	35	48	27	46	47	46	
36	38	42	9	21	22	48	1	1	31	17	50	45	8	1	18	30	15	31	6	
40	28	45	47	23	24	7	4	40	6	41	22	35	46	20	24	45	8	50	43	
41	14	49	10	35	35	15	33	35	30	6	2	49	49	4	31	28	29	1	12	
16	6	31	25	35	45	28	3	50	46	22	32	45	19	27	36	44	15	18	5	
5	32	31	41	30	42	26	32	45	32	43	9	34	46	44	8	33	1	30	7	
