Factories	2
Families	20
Machines	6
SetupType	2

Number of Jobs in each Family
2	3	9	2	9	7	5	1	9	1	4	10	7	8	7	1	9	10	10	1	

Jobs in each Family
0	1	
2	3	4	
5	6	7	8	9	10	11	12	13	
14	15	
16	17	18	19	20	21	22	23	24	
25	26	27	28	29	30	31	
32	33	34	35	36	
37	
38	39	40	41	42	43	44	45	46	
47	
48	49	50	51	
52	53	54	55	56	57	58	59	60	61	
62	63	64	65	66	67	68	
69	70	71	72	73	74	75	76	
77	78	79	80	81	82	83	
84	
85	86	87	88	89	90	91	92	93	
94	95	96	97	98	99	100	101	102	103	
104	105	106	107	108	109	110	111	112	113	
114	

Total number of jobs
115

Processing times of jobs
8	9	4	7	3	1	
3	7	1	5	10	5	
7	10	9	1	7	7	
2	6	1	5	1	10	
6	1	4	10	8	8	
9	10	7	3	10	7	
2	10	4	7	8	6	
6	5	6	8	10	1	
9	1	6	9	5	10	
6	8	1	5	8	1	
10	8	5	9	9	2	
7	7	2	9	6	6	
4	2	5	4	7	2	
7	9	2	8	7	2	
6	5	7	10	10	4	
10	2	5	1	5	7	
4	10	2	9	2	1	
9	2	7	8	1	9	
3	5	10	3	3	5	
1	4	9	2	7	5	
5	1	9	6	3	4	
2	2	3	1	8	8	
2	9	5	10	7	6	
9	3	4	9	8	5	
3	9	3	1	4	3	
1	4	10	5	1	5	
2	4	9	8	8	2	
10	6	4	8	1	8	
9	7	10	2	6	3	
2	7	8	7	6	2	
5	1	3	5	9	6	
5	3	8	2	2	7	
9	3	6	2	6	7	
6	2	8	10	10	2	
6	10	4	1	1	4	
9	7	8	6	6	6	
2	6	2	4	7	7	
1	1	9	9	8	4	
8	7	8	8	8	6	
2	3	1	5	9	5	
8	1	8	7	6	7	
1	6	6	8	2	8	
1	1	7	8	10	10	
4	5	7	7	5	7	
3	4	5	7	1	7	
8	3	1	6	9	6	
4	7	4	4	6	2	
4	4	4	7	7	7	
2	6	4	3	6	6	
5	3	1	1	7	5	
6	6	1	4	7	8	
8	1	5	9	4	6	
1	7	7	9	10	6	
8	4	3	5	2	4	
1	4	3	9	1	10	
3	8	2	2	1	10	
10	9	3	7	6	2	
2	1	9	2	3	7	
3	7	10	10	10	9	
10	2	6	2	3	7	
5	3	5	8	9	8	
6	9	8	8	6	3	
2	3	10	1	10	4	
5	5	6	3	7	10	
2	1	2	3	8	1	
3	4	5	1	8	6	
5	2	7	7	5	9	
1	6	10	7	6	8	
7	10	2	3	4	9	
5	6	7	10	6	6	
3	2	8	1	10	7	
5	2	2	1	7	6	
8	6	2	2	1	8	
1	2	6	8	2	9	
1	6	2	4	5	10	
8	10	5	2	1	4	
4	4	10	6	10	4	
8	4	4	9	5	10	
8	9	6	3	3	9	
1	3	5	10	2	8	
6	8	4	5	3	2	
6	7	6	7	8	10	
9	6	1	9	9	1	
7	6	3	3	6	7	
7	7	2	3	9	6	
9	10	5	4	6	8	
3	5	7	9	9	1	
2	6	7	4	6	7	
1	2	9	6	6	1	
10	9	5	7	8	1	
1	8	9	9	7	6	
1	7	3	1	7	8	
8	1	4	3	8	1	
8	2	8	4	4	6	
4	4	8	3	5	3	
5	1	5	4	4	7	
10	9	4	4	8	9	
8	5	5	4	6	1	
2	3	4	7	7	4	
6	8	3	1	4	8	
2	2	2	8	9	3	
5	4	6	10	5	1	
9	2	2	2	1	1	
10	1	4	9	3	2	
8	10	7	10	1	1	
5	9	7	5	4	4	
8	2	1	9	5	5	
7	10	10	5	9	6	
1	4	7	2	1	3	
5	7	7	7	6	8	
7	2	10	8	3	1	
2	1	9	7	9	6	
8	5	7	1	5	5	
8	7	9	4	9	6	
6	6	8	6	5	6	

Stepup times between Families, where [f][f] represents initial setup time
On machine	1
50	30	9	1	21	23	10	41	46	17	2	20	21	43	17	6	23	37	18	31	
26	37	7	22	42	43	5	8	30	49	17	19	36	16	36	44	21	12	7	41	
44	20	33	22	11	10	4	20	24	50	1	26	5	2	32	47	27	29	48	6	
49	24	49	28	14	11	40	25	1	13	44	26	4	6	32	31	26	8	8	24	
26	25	49	5	47	33	18	28	6	8	18	31	31	45	35	8	4	5	35	7	
1	29	45	1	18	37	14	44	27	39	46	33	28	11	17	23	14	30	39	30	
26	29	41	17	43	27	30	15	48	26	36	17	41	50	19	43	28	2	48	35	
7	37	28	34	37	6	33	10	29	18	40	12	20	39	9	23	2	40	10	4	
18	46	31	2	32	29	14	23	33	10	37	34	18	19	10	26	25	46	45	49	
10	50	18	20	4	40	5	49	31	14	19	48	50	21	10	37	50	36	46	16	
12	17	4	25	42	49	10	27	39	8	16	33	19	26	41	9	19	43	27	36	
16	47	5	28	38	23	32	32	27	6	48	41	38	42	44	38	21	9	38	31	
6	21	18	47	17	18	49	28	22	12	14	32	23	37	33	1	6	8	42	43	
29	7	14	21	13	25	36	40	25	27	32	25	28	33	39	14	3	22	46	26	
42	41	38	24	13	14	10	14	6	45	41	14	31	39	48	5	49	18	29	40	
36	49	50	15	8	5	4	49	11	24	44	50	41	8	9	9	39	4	24	4	
19	34	28	46	35	17	15	33	23	39	12	21	49	4	46	2	2	11	11	41	
48	21	22	15	23	39	24	40	18	19	21	16	34	45	46	49	24	39	29	50	
34	41	7	41	19	17	36	41	3	45	6	4	34	10	15	16	7	44	31	44	
8	17	29	18	38	10	50	39	23	34	7	27	15	36	38	11	11	48	32	13	
On machine	2
8	13	8	5	2	5	25	49	2	28	33	5	1	43	15	19	29	45	37	40	
3	49	23	25	24	9	2	38	3	22	35	7	47	41	22	39	45	49	26	5	
33	49	20	14	31	35	49	35	33	14	4	15	30	28	33	45	15	7	15	31	
18	11	2	17	43	49	40	25	19	22	10	14	14	13	48	21	7	17	19	8	
19	15	35	36	14	14	32	46	36	26	45	13	24	5	39	46	30	27	38	20	
21	14	22	13	45	6	32	32	37	9	2	18	4	26	2	48	11	18	18	45	
29	45	47	42	34	8	6	18	21	9	16	41	30	37	27	48	48	15	2	42	
5	35	9	35	31	10	47	39	19	31	6	31	18	27	45	33	21	42	34	36	
41	36	40	43	2	13	48	38	7	11	44	24	7	29	8	8	4	25	27	18	
2	8	18	20	17	31	19	46	3	25	25	8	41	4	45	41	38	50	18	24	
20	43	10	22	2	11	31	36	23	48	25	18	15	7	44	47	20	14	32	14	
43	26	13	29	1	33	24	6	31	3	16	24	46	12	43	36	10	16	17	16	
18	22	8	14	27	33	27	26	17	20	19	23	17	11	39	24	15	5	3	48	
41	42	3	11	38	34	4	29	7	44	8	32	41	3	9	23	49	6	13	43	
10	6	34	38	10	49	47	5	35	36	46	38	33	22	8	33	43	24	5	30	
7	9	50	23	44	31	5	32	5	46	2	25	23	42	33	44	39	19	31	25	
7	22	50	35	39	30	16	13	37	28	32	1	43	11	39	22	9	27	39	38	
50	5	29	21	34	36	28	5	26	19	42	44	45	43	21	22	18	14	33	47	
25	26	36	35	48	46	24	2	22	28	20	13	26	17	36	7	42	40	14	2	
28	15	16	15	16	46	45	6	3	26	15	36	37	14	27	25	14	10	28	44	
On machine	3
37	40	1	50	14	16	11	14	44	8	9	11	26	15	38	14	39	23	17	18	
26	33	39	43	4	18	13	12	32	31	9	34	33	46	14	34	11	32	35	30	
30	24	15	17	14	49	22	4	5	17	47	49	14	48	35	17	43	48	39	37	
31	19	25	49	37	14	1	42	3	31	6	36	22	38	39	26	13	26	42	10	
38	22	19	43	17	37	37	1	8	12	23	40	7	2	6	9	48	10	1	21	
31	43	25	4	14	2	39	1	40	6	15	11	5	45	50	5	6	45	32	43	
24	3	49	39	47	37	3	5	16	34	12	14	31	31	32	25	17	31	28	47	
21	13	43	30	16	10	43	10	18	50	24	18	49	41	24	11	37	32	33	23	
15	34	44	34	6	37	49	20	17	3	38	43	48	21	28	13	45	22	10	11	
29	30	24	36	34	33	5	4	4	27	7	50	2	6	20	37	29	25	37	47	
46	1	39	24	4	18	29	25	28	35	43	49	2	45	46	4	24	34	41	41	
21	8	28	3	6	12	24	32	8	1	46	37	47	38	34	49	36	10	39	46	
42	36	40	39	18	37	36	34	43	30	25	1	24	33	13	35	22	17	31	9	
42	25	8	32	25	4	49	5	33	49	41	41	29	45	1	6	46	12	47	25	
44	23	12	5	26	20	25	11	20	9	21	41	26	36	26	13	28	31	11	46	
30	23	32	2	41	31	31	45	22	12	35	6	38	32	23	48	32	37	49	47	
34	35	36	16	50	41	41	34	19	24	20	23	7	16	19	44	41	26	35	11	
8	26	24	43	19	6	31	49	14	21	8	22	10	18	13	40	31	28	47	40	
50	26	42	7	6	13	5	4	40	14	41	2	43	8	9	43	6	45	31	33	
16	20	42	36	16	16	4	43	31	36	6	34	10	45	30	11	14	28	1	13	
On machine	4
38	9	29	15	30	43	6	20	48	30	37	18	17	50	31	15	24	35	17	18	
43	15	34	9	24	2	10	22	28	28	20	42	36	27	48	47	31	2	31	13	
1	9	33	11	3	9	36	22	46	48	25	25	16	19	1	34	50	3	24	1	
22	44	10	49	25	29	2	29	21	3	39	34	39	10	5	25	20	45	11	32	
2	40	9	2	34	48	12	14	39	34	19	33	37	4	9	5	43	10	11	2	
3	46	19	4	25	45	26	15	12	2	42	24	30	33	20	11	36	2	42	16	
4	15	29	42	2	22	5	17	6	16	36	49	7	13	17	34	6	42	23	46	
18	10	18	3	25	44	40	3	43	31	5	12	20	32	40	13	45	9	21	50	
9	6	39	41	26	4	29	39	1	9	42	35	18	13	17	11	30	25	9	38	
17	31	47	15	5	1	7	1	39	22	4	45	24	6	2	24	13	16	23	46	
44	24	49	27	9	1	21	2	14	26	21	14	22	17	21	46	23	41	7	21	
49	7	36	15	31	22	8	1	34	43	49	5	30	10	48	23	12	37	25	20	
7	13	18	23	10	15	33	30	17	30	36	25	35	21	17	17	46	30	48	17	
31	15	31	3	48	21	26	30	12	41	2	10	17	32	33	28	11	41	21	22	
42	1	42	29	5	36	37	26	24	50	10	23	27	26	13	38	34	16	43	48	
17	5	24	32	17	31	32	33	39	17	48	45	42	35	29	49	26	10	50	47	
31	4	42	26	19	2	8	48	31	48	25	16	37	49	17	18	6	25	5	1	
50	5	12	34	48	26	31	29	43	11	3	22	16	31	40	43	22	19	29	44	
15	19	7	15	23	29	43	38	40	20	26	20	6	13	11	11	13	2	26	36	
15	47	41	34	18	47	20	29	39	17	31	45	37	1	38	32	4	48	18	39	
On machine	5
12	13	2	31	39	31	50	25	19	7	10	30	25	18	16	24	24	23	21	17	
4	4	50	10	28	43	8	10	37	23	25	21	19	31	35	3	37	32	36	10	
27	33	27	38	37	43	30	41	46	24	32	42	45	34	11	24	44	10	5	20	
24	24	21	13	24	14	21	25	2	3	30	34	10	39	49	37	9	6	6	24	
10	50	47	18	39	30	28	41	41	40	27	3	30	50	12	17	29	36	32	14	
12	16	25	44	2	47	42	20	12	22	6	2	36	17	12	12	1	44	47	45	
32	26	2	43	48	1	12	22	40	19	40	25	26	8	6	21	47	13	17	8	
9	42	24	44	38	22	10	1	27	46	35	41	10	18	30	31	12	41	16	29	
48	37	24	23	13	31	44	29	36	27	31	46	26	28	43	14	44	10	11	18	
44	2	16	25	30	28	33	14	22	34	44	7	46	27	25	44	34	33	24	44	
36	9	50	35	34	28	48	9	7	27	37	38	3	32	10	48	5	34	49	13	
37	8	48	23	35	6	46	31	49	16	9	13	30	27	6	1	32	37	13	24	
10	36	47	24	36	16	31	23	31	30	40	9	30	9	19	30	27	46	5	5	
12	46	7	28	5	1	36	41	28	14	45	40	30	27	37	17	2	6	6	49	
46	26	34	3	48	15	1	21	49	14	40	39	36	4	20	50	49	31	28	15	
46	39	23	14	23	10	5	29	2	11	4	19	49	12	14	24	19	1	5	34	
18	8	26	34	48	18	14	33	24	33	44	34	37	3	28	43	37	43	18	29	
4	31	43	49	19	17	31	22	15	7	17	26	34	46	25	47	20	19	44	21	
25	7	44	38	9	12	12	50	3	50	33	27	16	25	31	28	29	25	27	4	
22	44	5	30	3	26	19	9	15	34	35	49	37	34	11	39	20	8	44	26	
On machine	6
10	3	8	11	45	23	26	2	45	11	42	4	14	33	8	37	50	8	9	26	
46	23	15	28	42	8	46	5	4	47	18	28	9	22	3	18	22	34	25	43	
47	30	21	43	35	28	36	46	36	9	15	7	49	46	30	20	1	11	5	13	
22	17	10	46	13	11	16	35	10	33	9	46	45	50	14	21	35	37	35	42	
5	5	44	6	27	27	16	35	33	19	46	29	49	20	49	15	28	9	47	48	
46	10	30	46	35	9	5	5	42	11	18	40	48	5	8	18	7	8	40	36	
40	42	47	11	37	44	39	24	24	46	33	39	48	40	12	18	3	39	47	26	
32	33	23	9	46	20	21	9	11	28	12	45	31	25	23	27	32	23	12	24	
32	44	15	13	28	43	29	31	20	42	16	18	41	25	20	26	10	24	48	38	
42	41	24	7	45	21	8	44	26	10	12	2	27	47	3	32	43	25	41	23	
9	1	40	22	15	20	18	41	30	43	27	2	27	1	21	7	50	42	38	47	
22	1	46	3	45	9	27	29	10	25	47	44	15	12	48	24	12	48	43	13	
6	47	30	41	24	11	4	6	25	41	3	1	50	45	27	34	1	6	18	15	
27	7	48	16	16	41	24	29	21	7	28	23	17	44	34	2	3	23	9	5	
24	42	1	39	20	9	39	3	22	20	48	7	19	11	48	16	15	16	21	3	
23	13	23	28	4	19	34	37	43	22	8	28	20	13	25	25	37	21	16	45	
10	14	5	46	21	33	5	50	26	31	15	1	26	10	32	7	34	10	49	43	
37	9	26	40	4	24	42	1	29	9	31	2	17	14	14	29	13	41	44	10	
46	50	30	2	37	28	12	16	39	2	43	20	38	46	27	45	4	11	5	36	
13	2	42	24	2	11	5	45	6	18	15	30	12	45	45	41	19	25	23	30	
