Factories	3
Families	20
Machines	4
SetupType	3

Number of Jobs in each Family
10	3	3	3	1	7	9	8	8	5	10	6	4	5	4	9	9	5	2	5	

Jobs in each Family
0	1	2	3	4	5	6	7	8	9	
10	11	12	
13	14	15	
16	17	18	
19	
20	21	22	23	24	25	26	
27	28	29	30	31	32	33	34	35	
36	37	38	39	40	41	42	43	
44	45	46	47	48	49	50	51	
52	53	54	55	56	
57	58	59	60	61	62	63	64	65	66	
67	68	69	70	71	72	
73	74	75	76	
77	78	79	80	81	
82	83	84	85	
86	87	88	89	90	91	92	93	94	
95	96	97	98	99	100	101	102	103	
104	105	106	107	108	
109	110	
111	112	113	114	115	

Total number of jobs
116

Processing times of jobs
8	5	8	5	
2	1	9	7	
8	9	4	2	
3	8	8	3	
3	5	3	1	
10	6	3	2	
6	8	4	3	
5	2	6	9	
2	10	7	3	
6	8	6	1	
8	5	10	4	
2	6	5	4	
10	10	1	7	
10	10	10	7	
9	10	5	1	
7	3	5	1	
3	4	4	1	
6	3	8	6	
8	2	4	8	
5	9	8	2	
1	6	5	9	
8	3	9	6	
1	7	10	6	
3	10	6	4	
3	5	9	10	
7	10	1	4	
9	10	10	5	
4	5	8	6	
5	10	8	5	
5	1	1	4	
1	1	4	3	
4	1	3	3	
9	4	7	1	
10	1	4	10	
3	2	2	3	
10	6	7	10	
1	8	8	5	
2	1	4	4	
4	9	10	1	
4	9	4	1	
6	8	3	1	
7	2	3	8	
1	7	9	5	
8	10	9	3	
1	7	5	8	
10	7	8	9	
10	6	7	7	
10	6	8	1	
9	9	3	7	
1	2	4	3	
4	1	6	3	
4	10	5	2	
9	1	8	2	
7	6	4	10	
3	4	4	8	
1	9	7	7	
8	7	1	10	
1	9	8	2	
10	9	2	1	
1	2	7	1	
3	6	9	2	
5	3	3	9	
10	8	1	10	
5	10	9	2	
1	6	3	3	
1	5	2	10	
9	9	4	5	
2	9	3	1	
3	1	5	5	
10	4	8	3	
6	6	8	6	
5	2	10	3	
7	10	2	5	
7	10	4	8	
4	3	1	3	
2	8	2	2	
1	7	4	6	
10	5	5	2	
6	6	5	9	
10	1	5	3	
9	6	10	6	
2	8	4	9	
10	1	8	6	
1	2	10	7	
6	2	10	8	
7	8	10	6	
1	8	9	10	
9	3	1	3	
10	2	9	1	
3	5	9	8	
6	9	8	9	
1	6	10	4	
5	1	10	2	
5	3	1	8	
9	4	3	4	
6	3	6	7	
8	5	4	3	
1	7	3	9	
1	7	8	9	
5	2	10	4	
9	8	10	5	
8	3	4	7	
10	6	7	8	
5	3	8	4	
6	9	6	1	
10	4	2	5	
9	7	4	10	
4	9	10	2	
2	9	7	5	
6	1	10	7	
9	10	1	3	
9	2	3	4	
5	7	1	10	
2	7	8	1	
8	3	10	7	
5	6	9	5	

Stepup times between Families, where [f][f] represents initial setup time
On machine	1
84	38	61	11	64	85	93	60	17	31	29	18	5	44	36	94	69	71	77	77	
21	62	80	52	65	58	5	53	32	9	51	50	12	83	48	13	87	70	33	21	
17	57	60	80	61	52	32	58	12	17	42	49	43	98	9	73	5	70	15	29	
2	33	54	55	21	96	75	61	28	56	18	64	15	17	58	37	22	42	84	45	
41	24	82	17	68	76	48	79	80	72	6	16	11	32	19	87	16	1	2	60	
83	3	27	76	9	16	33	44	43	40	13	68	35	38	17	46	68	34	26	35	
51	9	67	6	6	26	39	22	56	66	9	29	64	3	78	2	23	40	18	34	
28	96	18	66	38	20	57	72	57	50	46	1	5	7	74	98	44	3	47	93	
1	12	31	90	96	80	53	45	39	27	96	74	54	68	30	36	23	14	60	2	
33	31	11	88	90	12	19	100	59	84	40	24	3	5	22	7	78	58	77	30	
7	92	73	45	80	71	84	62	89	13	76	57	68	80	92	68	87	15	53	29	
98	83	25	98	75	31	88	49	55	26	5	40	2	2	7	98	42	57	85	87	
96	59	35	60	44	39	2	71	99	23	41	5	21	21	5	20	92	88	90	64	
17	70	3	84	93	75	8	58	53	77	41	47	1	42	26	76	27	11	21	14	
94	62	71	27	29	47	91	86	58	58	40	35	66	79	97	58	43	42	6	93	
71	13	96	100	55	100	20	45	56	64	29	44	1	3	51	96	37	7	96	14	
6	71	5	91	82	38	92	85	80	15	85	10	3	80	65	27	70	91	79	14	
84	2	13	58	42	34	9	92	69	18	4	19	59	9	71	95	55	65	24	78	
57	58	83	90	58	90	34	35	19	18	13	67	74	25	62	15	36	27	88	30	
66	25	31	31	5	31	76	24	23	10	1	72	56	15	22	20	34	91	53	53	
On machine	2
37	33	23	69	34	65	37	97	96	34	58	70	75	75	1	79	28	17	81	25	
66	24	98	96	56	82	80	97	34	28	15	36	88	40	61	20	16	90	32	77	
96	23	37	45	88	43	5	10	73	58	98	55	42	18	65	33	94	99	51	24	
6	75	12	94	29	54	99	95	89	29	75	50	39	78	98	63	46	75	72	65	
43	32	22	74	89	78	16	24	36	94	51	46	47	45	76	63	46	77	29	11	
24	12	40	36	89	100	1	35	64	46	66	7	7	94	11	21	54	79	72	36	
77	8	86	11	60	79	38	37	90	24	94	91	45	36	29	49	71	3	57	18	
70	96	91	25	92	21	63	4	34	1	89	26	73	95	75	46	62	15	35	61	
98	28	27	68	85	62	84	54	40	52	100	39	36	65	15	62	86	99	7	77	
96	56	27	6	77	28	61	15	15	62	39	81	12	67	12	46	19	16	47	46	
9	28	80	3	47	61	13	23	77	65	87	29	92	52	81	47	100	28	5	59	
61	93	94	25	27	70	21	68	35	24	35	71	88	57	70	49	66	20	63	32	
10	43	99	63	82	97	16	78	14	33	91	58	16	11	12	81	71	49	10	23	
2	12	63	5	83	85	62	98	66	14	11	8	24	65	62	81	39	35	36	50	
24	61	51	31	42	83	73	96	1	65	90	2	31	70	85	45	26	6	31	74	
98	11	42	24	23	20	78	99	46	70	77	40	93	46	40	75	81	15	64	6	
96	92	58	41	10	53	59	79	11	62	79	72	94	47	76	11	4	38	5	38	
68	43	51	47	77	6	68	58	20	74	6	36	36	92	30	82	76	17	78	86	
28	44	20	1	94	23	100	58	58	5	52	26	7	56	65	64	65	40	61	55	
88	60	23	74	62	35	78	71	40	49	70	67	92	60	27	72	51	69	12	80	
On machine	3
5	83	83	66	85	14	37	3	4	28	32	82	28	36	11	91	5	47	58	64	
26	35	3	17	84	98	56	6	96	55	70	78	62	22	81	99	98	86	17	71	
2	2	49	32	92	4	33	20	61	30	77	26	2	62	12	53	43	97	51	30	
5	7	43	80	36	17	16	76	20	6	26	29	31	42	31	1	12	59	59	84	
23	74	1	61	17	46	3	83	37	43	75	13	67	91	30	37	31	79	42	22	
69	76	20	64	24	8	20	60	65	66	23	64	6	14	76	12	94	3	18	70	
94	75	46	31	45	1	41	26	16	38	36	68	45	26	94	21	40	44	42	90	
6	15	66	63	90	70	7	63	6	50	2	6	43	42	98	31	83	99	15	10	
82	69	26	19	54	58	78	99	68	10	74	10	100	71	100	42	20	42	14	44	
63	33	71	68	31	46	56	38	70	12	63	82	85	96	95	55	86	99	38	91	
91	82	52	81	58	90	36	53	94	14	72	17	28	33	76	96	43	36	27	15	
73	31	2	53	41	63	77	27	4	13	79	12	21	84	27	3	68	1	92	71	
15	18	42	90	38	63	39	49	85	44	9	35	68	14	16	96	31	26	94	31	
53	96	5	3	62	89	5	83	98	90	54	65	36	34	77	12	7	33	82	12	
63	19	48	41	79	52	24	6	26	89	87	69	52	76	59	60	19	51	76	5	
93	50	43	90	83	94	39	2	98	20	70	60	41	23	50	54	7	1	88	68	
63	9	84	14	69	9	55	70	51	76	89	59	76	70	55	27	67	42	84	25	
47	1	63	62	9	2	1	65	31	49	30	58	100	88	33	17	48	91	7	78	
82	50	72	6	15	37	82	47	100	74	54	49	39	51	64	38	93	82	73	11	
8	49	51	11	99	79	65	100	46	78	36	19	33	43	13	53	23	2	23	15	
On machine	4
87	35	8	17	69	41	43	71	9	9	100	64	72	87	51	84	44	82	6	59	
94	94	94	22	83	37	80	42	90	19	16	14	95	15	61	14	41	81	6	98	
63	42	92	71	38	48	98	24	82	18	90	35	41	59	9	66	72	2	32	93	
55	7	31	89	16	24	46	63	43	74	98	14	65	20	51	25	63	84	100	4	
21	49	82	36	73	98	40	28	4	53	14	99	27	46	41	76	43	84	83	97	
68	56	63	39	14	69	99	85	17	76	32	87	97	93	26	49	29	61	52	72	
12	54	90	59	68	55	26	30	23	37	43	24	91	99	85	51	39	60	41	24	
15	74	75	26	10	13	21	67	86	69	81	85	88	53	8	15	81	80	33	68	
36	69	56	87	33	71	15	48	63	17	72	17	81	92	77	33	53	88	89	57	
70	7	31	16	50	78	7	12	47	36	80	29	23	54	32	6	21	4	79	22	
38	8	6	85	88	8	26	75	46	80	100	60	16	90	42	64	84	41	77	8	
93	36	53	10	19	43	4	46	31	34	99	54	77	53	41	52	51	36	73	76	
71	68	15	55	72	1	90	94	97	70	60	63	55	22	9	31	20	72	24	7	
15	93	72	20	18	20	98	17	94	86	48	22	6	76	10	67	30	58	22	53	
97	41	53	17	17	75	76	3	19	57	64	96	74	77	30	79	35	61	49	52	
25	36	9	82	90	16	20	92	27	72	23	86	49	46	72	9	40	67	17	62	
98	66	84	66	83	50	72	52	24	76	22	74	61	93	57	23	56	76	95	65	
79	23	45	88	80	93	85	59	63	11	66	33	76	15	59	72	95	9	40	18	
8	14	93	3	94	33	24	31	67	32	73	62	12	54	12	21	83	39	15	92	
2	77	89	100	26	68	90	11	76	12	72	46	43	69	29	67	98	96	18	18	
