Factories	2
Families	20
Machines	10
SetupType	3

Number of Jobs in each Family
8	2	7	8	8	9	3	7	6	3	3	3	8	4	1	1	7	9	1	5	

Jobs in each Family
0	1	2	3	4	5	6	7	
8	9	
10	11	12	13	14	15	16	
17	18	19	20	21	22	23	24	
25	26	27	28	29	30	31	32	
33	34	35	36	37	38	39	40	41	
42	43	44	
45	46	47	48	49	50	51	
52	53	54	55	56	57	
58	59	60	
61	62	63	
64	65	66	
67	68	69	70	71	72	73	74	
75	76	77	78	
79	
80	
81	82	83	84	85	86	87	
88	89	90	91	92	93	94	95	96	
97	
98	99	100	101	102	

Total number of jobs
103

Processing times of jobs
9	7	5	1	6	10	2	8	8	3	
10	4	9	6	1	8	9	7	9	8	
9	10	9	1	5	3	4	5	7	4	
9	9	1	8	9	6	9	6	8	8	
9	2	9	2	10	7	2	9	6	7	
3	6	6	10	9	6	8	8	8	4	
1	3	8	2	9	3	5	3	8	7	
4	4	10	8	10	8	6	9	3	2	
6	9	3	10	10	2	10	2	3	2	
10	2	10	2	8	4	6	7	2	6	
2	7	8	8	7	10	1	6	9	2	
9	6	5	5	4	2	7	6	5	8	
3	9	1	3	3	4	2	6	4	4	
4	7	10	2	3	8	9	5	1	10	
7	9	10	9	7	1	7	6	5	1	
6	4	8	10	10	3	7	10	3	2	
5	9	10	2	9	7	8	10	8	3	
9	8	10	6	9	8	1	9	8	1	
10	2	10	4	6	8	3	10	8	6	
1	3	6	2	9	6	3	6	3	8	
6	7	3	10	5	4	6	7	5	2	
2	2	7	4	10	9	8	2	10	4	
2	5	2	9	5	7	3	9	6	2	
3	10	8	1	10	5	5	8	8	8	
2	7	8	9	9	4	4	3	8	3	
8	3	1	5	7	5	9	1	3	1	
6	5	10	3	3	3	7	5	8	9	
8	1	2	10	10	3	8	6	10	1	
3	9	2	4	6	7	3	1	7	9	
1	3	4	9	3	7	5	10	2	10	
6	10	10	8	3	4	2	6	6	1	
8	5	7	7	2	5	3	7	7	9	
6	5	4	9	9	3	3	9	2	1	
8	7	9	9	5	5	4	3	3	2	
9	3	4	2	4	5	1	8	2	4	
6	10	4	7	1	1	7	6	3	8	
2	4	3	2	10	3	9	4	1	1	
2	7	8	2	8	2	1	7	10	3	
10	1	8	6	9	6	4	9	4	6	
5	4	1	9	9	7	9	2	9	5	
4	4	4	3	10	9	2	9	6	8	
3	6	10	7	5	6	1	4	10	7	
8	9	5	5	5	7	4	4	8	5	
10	9	10	8	4	8	7	5	8	7	
9	5	7	1	6	1	2	4	9	6	
4	7	10	6	2	5	4	4	1	8	
6	4	1	8	3	10	2	4	5	5	
6	10	2	7	7	4	6	3	10	1	
2	7	8	9	6	7	7	6	9	9	
2	1	2	8	4	2	9	10	10	7	
8	8	6	7	2	9	7	6	9	8	
5	3	9	10	7	6	8	1	1	7	
3	9	7	7	2	10	3	9	7	1	
3	6	4	2	8	6	10	1	10	3	
5	3	6	8	2	8	2	10	7	7	
4	4	9	9	7	3	6	2	8	9	
1	6	6	1	2	9	10	6	10	1	
6	1	8	3	6	2	10	10	7	9	
6	2	7	3	5	4	5	3	10	7	
7	4	8	5	3	6	7	8	1	1	
8	2	10	6	8	2	5	5	5	9	
10	9	1	5	9	6	10	7	5	9	
4	9	4	4	4	10	5	9	9	9	
10	4	9	2	9	2	4	6	4	2	
7	1	10	10	6	8	6	5	6	1	
10	1	8	3	4	8	3	5	9	8	
6	9	4	9	7	4	3	5	7	5	
2	9	9	7	10	10	2	10	8	2	
1	9	7	9	8	5	8	6	2	2	
3	5	5	5	9	4	6	9	9	3	
5	1	1	8	1	4	3	1	7	1	
4	5	8	1	8	6	8	8	5	3	
1	8	10	4	4	10	3	6	5	1	
9	6	2	7	5	8	5	7	1	7	
5	6	9	4	5	6	2	9	4	5	
1	3	3	4	5	8	9	5	1	7	
8	2	2	10	8	9	5	3	3	3	
10	5	10	7	8	5	4	6	6	6	
10	7	5	9	10	2	10	1	1	8	
8	2	1	9	3	6	2	10	10	6	
10	7	10	9	9	3	1	10	7	7	
8	2	1	5	1	4	4	3	1	5	
4	8	10	1	1	4	5	10	10	2	
9	4	7	2	9	8	5	7	10	6	
5	6	10	7	4	1	7	10	8	9	
9	4	9	10	2	3	5	8	4	2	
10	9	1	3	6	10	5	1	8	8	
3	1	1	8	3	5	7	10	9	4	
8	2	9	2	4	1	5	8	2	2	
10	6	1	10	10	2	5	2	4	10	
2	1	10	5	7	3	6	6	2	2	
2	2	4	8	10	7	9	9	7	2	
6	7	8	4	4	6	8	3	4	2	
4	7	3	8	1	6	7	2	8	4	
10	4	10	4	3	1	3	7	1	4	
5	1	5	10	3	2	7	7	2	5	
8	8	1	9	10	10	4	8	1	7	
10	9	5	4	7	1	7	6	4	2	
2	4	6	1	3	10	4	8	2	7	
5	4	2	9	9	7	1	8	7	8	
4	4	8	4	7	5	6	1	4	7	
7	6	10	7	8	1	2	2	1	9	
6	1	1	3	10	4	4	1	10	3	

Stepup times between Families, where [f][f] represents initial setup time
On machine	1
66	13	12	22	30	31	71	12	24	80	95	85	23	90	68	88	18	24	23	27	
99	23	1	87	95	1	68	89	70	82	48	50	16	59	5	4	17	39	41	88	
65	32	48	95	15	26	86	24	59	58	36	65	5	86	7	86	52	55	62	40	
10	26	54	78	2	31	39	87	40	11	17	36	32	57	28	13	97	7	44	91	
87	98	99	13	99	16	56	41	58	44	75	92	13	59	22	76	99	69	28	2	
7	41	64	16	100	18	41	93	10	6	31	18	71	24	64	3	13	9	79	43	
2	90	37	81	26	65	18	87	7	93	99	47	7	63	86	11	9	26	41	21	
73	54	2	23	45	32	38	9	24	93	17	37	2	96	62	50	41	96	24	76	
22	39	35	34	71	35	18	98	91	43	37	97	18	82	19	86	35	98	82	8	
19	96	42	26	41	46	87	19	94	100	46	99	69	91	41	76	75	55	74	76	
39	12	57	26	86	92	44	75	97	14	40	87	99	14	98	7	24	8	68	14	
34	58	36	35	35	85	5	33	8	14	60	34	76	57	84	87	64	11	47	45	
46	25	80	72	38	39	97	32	21	66	44	100	52	16	44	21	33	38	3	32	
4	4	29	19	19	54	20	70	84	38	62	12	62	53	22	31	94	96	90	40	
63	52	12	52	20	87	92	84	38	12	98	14	74	85	29	4	79	27	19	64	
90	99	93	85	17	71	1	73	35	7	30	68	11	46	21	84	55	16	6	9	
86	56	72	22	39	45	84	48	28	12	22	39	3	25	54	28	12	68	47	46	
4	66	74	71	15	80	37	16	48	45	44	7	45	35	59	77	69	8	81	40	
2	34	57	71	22	72	87	24	10	82	34	73	25	23	43	30	94	66	80	77	
39	52	38	75	72	91	16	71	75	94	17	20	98	27	40	7	92	100	78	22	
On machine	2
99	67	31	19	66	4	72	84	89	32	28	39	13	43	22	4	90	90	83	71	
14	91	89	91	71	12	34	72	36	34	77	89	68	57	54	19	39	91	56	94	
6	55	72	9	29	28	67	44	15	38	56	17	88	19	63	74	10	89	65	30	
86	64	5	18	28	6	74	86	69	74	30	16	12	93	91	40	27	10	12	28	
23	29	82	26	43	62	75	20	57	11	3	84	22	43	53	60	55	45	48	71	
92	68	35	89	99	24	22	55	60	29	66	54	87	38	62	54	7	4	67	66	
58	40	41	78	69	95	19	20	86	89	57	67	22	57	43	17	92	2	49	87	
55	88	45	42	43	21	16	96	79	62	13	43	49	30	27	34	58	41	33	66	
15	72	95	74	17	57	34	57	74	69	79	7	20	25	29	35	49	17	52	89	
75	50	94	36	60	40	60	41	5	63	28	49	41	41	46	99	80	48	20	93	
57	11	6	96	7	7	5	66	99	84	98	76	87	18	26	25	53	85	94	70	
35	15	76	85	13	24	16	23	28	78	20	28	82	2	40	42	81	2	63	27	
8	89	65	10	20	8	93	9	79	27	99	58	83	47	17	76	81	33	91	1	
51	27	87	27	15	93	82	72	49	10	93	65	25	20	55	51	20	70	19	13	
23	77	36	56	61	41	63	15	56	96	85	30	24	39	13	10	91	20	52	87	
32	64	92	20	20	78	86	62	18	79	95	88	96	95	49	18	98	80	25	89	
11	89	24	77	92	90	90	56	63	99	54	62	92	26	23	89	68	81	31	52	
83	78	82	7	34	89	37	72	97	75	88	36	44	37	93	23	85	92	82	97	
53	66	12	50	76	61	92	92	62	94	50	100	33	45	81	65	5	51	54	91	
38	76	72	24	49	14	59	15	42	86	88	30	8	1	5	70	1	98	65	40	
On machine	3
96	33	22	95	27	19	89	19	6	53	2	83	49	26	33	42	86	9	80	46	
11	78	77	35	37	4	66	91	1	31	88	34	57	31	13	32	74	8	81	12	
24	19	6	67	67	69	63	38	2	63	30	16	57	10	57	87	10	19	43	81	
87	21	35	34	25	98	73	80	89	84	96	49	80	53	10	68	11	81	57	47	
77	62	70	96	51	84	36	83	94	78	44	87	79	61	55	55	45	32	75	82	
36	19	77	54	17	7	14	85	6	6	16	66	19	44	84	35	45	74	94	78	
46	58	57	61	46	42	63	37	88	43	11	55	19	17	73	78	43	54	33	59	
91	16	8	46	65	59	72	84	68	14	11	85	24	85	93	97	99	19	17	77	
18	57	24	91	95	78	68	30	94	76	5	2	18	20	37	64	73	45	21	8	
63	42	6	8	43	36	17	28	26	18	3	99	100	52	48	53	23	75	46	5	
35	7	20	1	15	88	15	19	42	49	41	39	46	25	100	70	79	36	77	97	
95	26	82	46	85	18	97	82	80	38	66	28	89	97	55	52	55	25	81	36	
85	38	58	88	49	63	21	92	9	59	45	17	55	63	18	23	93	94	44	57	
84	68	54	10	12	44	6	93	25	36	89	63	88	94	85	71	81	20	93	13	
96	95	77	47	93	49	11	53	36	72	13	31	1	30	4	56	49	62	88	29	
85	55	85	3	90	80	58	45	62	64	83	33	72	15	80	81	14	4	28	89	
19	56	80	99	39	54	85	26	79	49	7	47	12	84	94	88	32	76	28	42	
90	55	57	42	25	38	88	23	29	76	43	70	77	66	8	62	52	6	97	71	
38	48	49	68	25	57	36	4	77	10	37	33	75	25	85	86	8	38	79	19	
98	17	30	65	43	70	15	28	74	45	79	99	58	87	91	27	20	40	74	92	
On machine	4
85	26	11	31	4	34	76	1	1	30	90	18	57	43	70	94	4	56	3	48	
13	66	9	44	68	9	29	94	74	63	38	91	80	84	95	55	9	10	6	84	
10	18	77	83	55	66	43	36	80	56	61	10	91	31	61	95	55	8	78	81	
74	92	94	55	43	92	57	66	71	46	55	19	41	82	15	75	83	34	68	96	
19	22	32	80	42	63	52	67	72	91	72	77	84	22	11	36	21	75	80	64	
41	32	38	13	89	90	98	73	14	28	99	1	30	51	46	95	9	54	34	30	
62	46	33	6	81	49	97	71	19	71	74	92	55	61	8	2	15	22	8	55	
94	22	94	36	16	89	17	66	85	28	94	12	97	82	70	39	87	33	27	60	
3	37	93	30	26	22	57	44	37	10	46	9	53	30	14	76	9	69	15	47	
33	41	90	66	13	85	75	49	69	34	15	22	39	10	18	3	41	69	9	16	
73	30	68	64	95	58	91	22	70	68	94	30	1	81	48	36	39	92	32	19	
36	44	7	2	15	44	13	75	36	24	92	93	31	47	77	24	70	16	56	30	
18	49	62	16	45	100	33	21	66	55	72	74	78	55	24	35	49	9	30	13	
92	74	73	69	18	35	39	32	40	79	15	47	37	19	81	81	2	54	13	46	
46	11	17	42	62	55	54	14	91	20	41	66	64	70	54	64	98	56	64	37	
44	82	74	45	4	40	66	36	51	91	56	90	60	74	41	94	68	1	89	22	
12	12	69	50	88	98	37	87	99	48	53	66	67	35	10	86	26	19	84	5	
16	32	2	62	83	14	69	74	85	79	56	68	85	35	59	24	81	73	67	42	
46	73	26	16	72	73	35	87	35	79	88	54	34	23	62	57	51	41	49	72	
48	78	20	16	41	20	7	56	98	79	20	84	54	65	22	26	31	32	33	63	
On machine	5
60	94	54	49	20	81	13	28	29	25	80	9	69	83	50	53	36	47	65	19	
11	96	43	30	3	18	3	77	32	48	23	44	59	51	73	70	99	55	7	19	
44	41	48	56	9	12	15	60	95	12	69	29	100	72	90	51	65	67	11	57	
4	21	27	54	83	54	27	34	41	55	28	97	16	20	59	18	67	15	90	72	
96	95	42	5	26	19	11	12	45	63	15	57	22	51	3	10	9	23	82	32	
64	95	100	22	62	4	38	78	27	43	86	18	54	20	93	12	28	81	31	100	
71	12	67	82	7	38	48	84	15	26	91	33	91	86	78	11	25	56	65	22	
46	7	82	13	2	99	54	85	87	70	78	92	65	29	71	39	22	46	26	39	
36	16	26	41	31	4	27	68	77	16	71	82	95	93	95	2	46	24	73	1	
29	63	47	92	85	14	87	13	43	72	72	95	68	55	15	39	31	56	11	93	
18	76	42	59	54	76	77	80	9	68	54	12	28	66	72	23	74	51	90	59	
58	42	92	98	4	28	2	80	87	88	30	4	77	8	80	33	20	36	20	40	
83	21	48	9	36	20	23	70	45	4	81	42	68	22	92	45	31	99	18	59	
4	3	24	48	77	68	14	87	27	85	16	62	85	56	69	57	11	34	5	72	
64	85	44	66	48	2	17	35	30	81	84	45	100	9	32	27	3	96	52	46	
62	63	92	49	94	94	43	95	95	10	94	94	33	91	51	78	86	76	47	78	
11	68	72	50	38	42	32	34	33	45	58	9	82	82	18	62	18	37	51	71	
8	54	2	91	12	100	90	30	51	2	34	18	80	74	38	89	91	74	38	52	
9	81	51	17	97	82	24	88	58	39	96	39	8	69	44	76	88	5	40	15	
54	70	97	16	68	58	94	86	77	42	67	21	99	93	1	82	86	35	19	68	
On machine	6
45	67	32	61	73	90	42	85	45	51	30	1	83	71	61	64	4	27	71	74	
27	12	70	43	2	46	98	59	81	13	42	37	3	4	33	69	55	19	46	77	
59	60	12	96	6	56	50	37	75	43	55	25	49	85	41	4	74	90	51	44	
55	57	7	84	53	84	60	76	16	55	49	36	71	74	22	14	4	51	96	40	
33	9	48	18	96	61	70	84	35	91	92	71	27	1	28	93	42	54	93	30	
66	98	47	71	80	15	16	46	33	39	31	32	23	17	75	74	31	73	55	52	
69	28	68	17	58	15	54	99	78	78	68	22	92	80	3	82	50	57	69	54	
95	40	91	30	52	71	79	21	98	83	94	3	17	96	17	65	90	33	9	67	
1	68	69	16	91	29	19	56	37	51	47	42	72	70	15	42	20	91	90	26	
18	89	55	22	51	45	61	72	77	57	81	16	8	20	71	86	41	9	97	74	
94	36	28	88	87	13	44	67	59	81	58	97	22	86	12	85	69	98	9	5	
82	17	65	91	94	78	99	73	29	48	78	8	32	30	85	77	76	86	26	25	
58	57	52	51	54	1	39	55	65	35	89	34	14	47	91	23	80	2	1	36	
20	74	6	17	28	100	70	67	24	67	41	33	36	23	96	12	3	96	50	93	
62	12	84	39	92	78	93	41	48	32	9	97	60	80	28	53	17	30	26	94	
86	37	72	59	10	27	66	43	100	62	23	74	45	37	28	73	84	70	72	92	
13	29	75	92	4	88	26	25	63	84	83	62	3	76	45	30	18	1	58	17	
25	55	11	7	89	2	43	64	99	87	4	49	12	95	38	98	84	91	54	69	
58	46	87	86	89	97	14	99	34	26	51	9	66	35	69	52	34	79	38	11	
56	88	29	76	79	55	92	27	13	14	1	72	91	45	39	86	38	6	8	41	
On machine	7
54	32	50	8	24	90	87	28	16	88	73	59	91	35	26	28	77	46	11	38	
82	75	91	83	41	59	95	27	22	81	91	89	4	33	43	73	46	40	27	11	
32	33	28	87	80	52	80	14	30	22	64	92	23	64	56	42	21	17	94	77	
23	65	31	67	74	19	38	37	89	41	18	3	5	67	38	88	80	97	7	5	
23	17	35	28	85	100	91	7	1	63	98	47	39	29	63	22	80	72	63	8	
20	45	60	93	19	24	57	58	90	59	31	26	71	18	27	91	91	2	2	69	
15	22	85	86	41	47	28	91	64	47	97	69	19	36	25	96	91	90	91	100	
22	62	76	60	46	56	65	64	9	88	91	34	23	36	24	53	14	58	3	37	
100	87	45	73	46	99	16	85	60	95	1	26	69	59	69	16	52	81	62	76	
55	9	67	7	15	31	35	13	53	66	33	13	55	50	91	19	2	16	15	23	
30	57	67	90	62	4	44	58	90	92	80	59	86	13	73	75	41	9	57	5	
98	39	37	94	58	7	43	8	2	36	96	96	34	2	20	17	18	82	67	41	
15	37	67	52	5	80	27	23	81	96	16	42	38	80	98	49	32	14	29	19	
6	40	76	80	31	48	82	6	91	14	75	10	84	76	65	72	97	26	75	90	
73	27	58	80	99	24	7	1	93	7	29	37	51	75	43	80	73	22	23	66	
87	46	76	68	12	21	92	38	85	63	43	5	55	90	48	10	92	36	21	67	
57	6	74	22	52	52	84	52	45	68	36	12	86	64	45	44	75	68	30	15	
73	35	17	55	22	85	74	37	70	81	36	51	97	47	53	69	1	49	25	11	
90	77	1	98	78	15	99	21	77	25	37	38	13	86	58	53	99	63	72	68	
63	59	52	84	16	46	70	23	7	77	60	34	48	27	49	20	1	47	87	8	
On machine	8
55	52	98	84	98	61	29	67	73	94	2	52	82	98	69	19	11	4	53	27	
49	75	54	80	83	9	66	83	6	71	95	4	68	21	48	4	99	98	100	56	
56	57	75	48	47	63	58	99	41	35	45	38	91	89	43	74	60	63	22	63	
50	33	11	31	5	25	77	91	100	6	69	68	24	85	56	85	91	12	28	29	
26	4	48	51	37	22	31	60	66	46	42	11	40	12	97	70	84	66	27	9	
98	94	77	13	50	56	29	3	57	75	23	64	14	92	12	35	40	82	57	73	
54	92	38	20	56	16	48	59	19	34	91	97	32	96	68	53	97	35	98	13	
33	74	23	89	82	93	42	33	27	73	66	5	2	90	74	21	94	53	63	58	
50	31	53	36	18	86	54	76	26	98	23	67	88	71	12	11	69	85	30	62	
7	31	7	9	52	44	65	55	95	68	75	54	11	43	81	13	89	67	14	31	
91	74	11	26	97	88	77	28	39	94	19	14	62	29	61	25	40	71	85	2	
6	63	60	88	32	72	94	57	16	6	69	17	10	37	27	58	20	47	76	25	
20	98	11	52	27	97	83	16	28	37	88	81	92	11	89	96	41	68	2	35	
87	73	8	63	27	80	55	71	22	39	35	16	69	88	52	17	39	72	96	7	
42	28	19	56	23	84	44	33	20	62	31	24	31	67	53	53	80	44	31	11	
49	16	15	37	70	36	83	88	20	87	59	42	70	38	74	97	89	55	3	47	
87	38	30	8	91	88	68	94	3	84	79	37	28	30	83	15	65	65	60	50	
33	72	1	92	58	85	68	9	82	54	51	11	49	24	31	10	87	32	15	87	
28	71	74	11	24	69	45	67	64	13	59	66	54	93	90	17	16	64	7	47	
12	87	44	21	79	68	53	27	83	31	96	51	73	27	46	37	19	81	35	33	
On machine	9
34	3	11	5	72	12	26	2	84	18	77	32	97	52	38	96	40	30	74	98	
56	13	17	3	96	23	77	24	72	18	66	80	72	35	66	7	50	59	49	23	
24	77	55	63	37	51	93	13	28	22	16	36	61	74	80	78	72	43	36	28	
52	28	14	28	100	62	26	87	100	60	34	11	66	52	69	46	38	79	40	7	
63	36	60	60	31	74	65	5	78	55	79	4	73	91	95	58	41	18	48	5	
42	77	58	59	97	99	2	93	54	67	44	35	30	48	6	31	40	74	86	68	
17	75	13	21	29	24	61	42	72	52	7	22	77	33	5	10	2	94	88	57	
52	13	45	49	72	82	6	49	14	96	58	78	85	35	68	51	24	1	31	71	
71	64	33	78	85	88	59	37	91	93	49	34	9	44	79	52	29	11	31	57	
53	33	100	100	42	51	90	9	72	3	66	34	73	67	8	85	84	66	40	3	
7	68	94	55	76	56	58	76	70	89	74	35	99	74	69	57	9	19	48	15	
3	7	26	3	10	91	34	93	12	87	39	26	15	75	15	65	57	73	25	42	
90	90	15	40	46	41	25	66	33	51	30	66	21	55	7	45	11	50	33	97	
12	7	18	15	45	51	28	43	92	55	97	94	45	32	50	4	26	56	27	30	
27	43	43	98	8	21	45	84	95	2	45	31	77	14	39	4	20	14	32	50	
74	26	95	67	88	17	99	62	53	70	77	78	25	72	81	54	94	80	75	33	
78	61	32	35	73	92	71	85	28	65	17	46	2	10	36	22	66	31	66	59	
17	70	9	30	97	28	90	19	19	71	39	32	5	49	77	59	82	61	82	37	
82	57	21	70	21	28	83	75	87	40	6	83	54	74	28	29	3	57	71	16	
65	32	11	76	47	76	79	56	96	6	79	69	89	20	37	66	21	2	95	65	
On machine	10
88	27	100	57	78	97	42	43	65	45	12	78	30	34	72	82	40	33	91	25	
81	73	71	40	21	72	13	56	4	17	71	92	32	56	44	13	15	23	95	29	
1	2	16	76	21	13	5	29	44	24	57	99	87	48	7	7	75	8	80	61	
18	62	44	77	79	75	22	96	68	68	35	39	91	46	45	59	23	5	64	50	
16	5	1	61	42	41	1	78	10	7	60	20	17	19	86	68	49	80	38	50	
18	8	13	9	5	19	45	79	67	10	35	36	75	12	2	25	80	2	37	56	
82	67	23	70	75	74	37	64	27	15	47	98	91	27	50	69	81	4	81	31	
93	28	79	36	34	1	97	51	83	41	73	66	72	31	30	94	36	42	8	62	
20	8	58	37	26	33	2	42	14	5	5	84	89	91	24	22	100	36	70	4	
15	36	68	23	58	91	25	46	94	2	45	13	37	35	71	2	72	38	97	70	
65	38	89	13	20	64	2	25	9	5	61	60	10	98	81	100	79	91	7	90	
51	72	66	90	41	88	66	70	23	19	63	57	17	71	93	67	93	77	81	30	
25	72	62	30	86	34	77	96	100	55	62	95	58	63	56	61	60	75	79	25	
18	50	35	60	18	52	92	37	32	59	32	48	41	54	21	71	6	54	60	64	
19	55	92	41	40	19	39	13	86	53	33	26	73	4	15	31	44	13	55	88	
2	71	96	48	8	13	33	42	7	97	65	15	23	15	58	75	68	20	6	94	
36	92	70	5	85	90	9	9	100	66	62	24	78	39	86	89	10	99	19	48	
8	3	70	54	32	39	36	58	26	74	23	77	21	82	84	68	25	10	94	91	
17	43	21	56	84	57	79	88	24	70	83	33	69	76	81	5	91	79	26	21	
74	89	52	54	49	57	24	28	13	38	13	1	56	53	88	4	53	15	30	17	
