Factories	2
Families	20
Machines	2
SetupType	3

Number of Jobs in each Family
8	7	9	1	8	6	9	9	5	6	8	7	9	5	2	5	2	2	2	7	

Jobs in each Family
0	1	2	3	4	5	6	7	
8	9	10	11	12	13	14	
15	16	17	18	19	20	21	22	23	
24	
25	26	27	28	29	30	31	32	
33	34	35	36	37	38	
39	40	41	42	43	44	45	46	47	
48	49	50	51	52	53	54	55	56	
57	58	59	60	61	
62	63	64	65	66	67	
68	69	70	71	72	73	74	75	
76	77	78	79	80	81	82	
83	84	85	86	87	88	89	90	91	
92	93	94	95	96	
97	98	
99	100	101	102	103	
104	105	
106	107	
108	109	
110	111	112	113	114	115	116	

Total number of jobs
117

Processing times of jobs
7	2	
6	7	
9	3	
1	9	
5	2	
5	6	
9	7	
7	5	
8	8	
2	10	
8	5	
1	1	
6	7	
2	8	
3	2	
8	8	
5	6	
2	4	
1	6	
1	4	
3	2	
5	6	
1	9	
2	8	
2	4	
5	2	
5	1	
1	7	
3	2	
3	10	
10	1	
4	2	
3	1	
7	4	
2	5	
8	4	
3	10	
10	3	
4	2	
1	1	
1	3	
5	1	
7	2	
4	6	
2	1	
4	8	
3	3	
10	3	
4	6	
2	4	
7	6	
8	10	
3	9	
6	3	
5	6	
6	7	
4	9	
6	8	
4	3	
2	8	
10	2	
10	6	
6	4	
4	10	
5	3	
8	10	
3	8	
2	2	
10	7	
9	10	
5	7	
7	8	
9	10	
10	10	
10	4	
2	5	
2	9	
2	3	
1	10	
7	6	
7	1	
4	5	
6	7	
10	1	
5	10	
7	9	
8	8	
5	3	
7	2	
10	3	
4	5	
5	3	
2	4	
8	3	
2	8	
5	8	
2	3	
5	4	
6	4	
7	3	
7	8	
1	5	
5	6	
1	2	
10	1	
2	1	
7	6	
1	3	
5	5	
8	5	
5	7	
2	9	
8	6	
10	10	
4	3	
9	5	
5	3	

Stepup times between Families, where [f][f] represents initial setup time
On machine	1
62	50	1	9	86	42	3	51	36	43	70	13	18	97	6	6	98	43	36	93	
23	22	14	33	2	22	69	72	52	16	5	35	64	72	60	84	12	21	29	72	
31	11	62	18	41	96	75	99	22	38	49	23	32	28	51	4	100	55	76	10	
23	99	69	34	97	18	28	7	81	56	14	98	71	56	17	29	26	2	93	79	
38	5	39	25	97	23	62	96	11	58	6	97	4	41	70	81	89	92	94	46	
55	64	65	93	59	62	99	14	97	62	38	54	44	75	11	91	1	78	95	21	
55	98	55	10	62	94	79	14	75	17	37	17	76	36	38	86	1	11	65	21	
33	65	77	99	5	37	55	93	49	1	11	90	88	64	47	5	19	81	48	42	
25	9	34	84	9	69	66	71	35	100	38	83	100	38	11	88	28	34	98	55	
33	14	81	49	70	4	31	87	85	2	6	38	77	14	20	59	74	35	24	42	
6	24	98	42	16	86	94	28	55	36	21	13	97	38	53	73	96	53	22	10	
21	30	24	40	40	89	63	75	39	45	36	57	30	33	22	32	86	17	21	55	
60	36	74	56	5	8	23	38	100	8	24	44	43	45	54	54	93	61	87	6	
96	20	35	10	22	31	81	59	2	82	65	74	60	84	28	18	41	30	96	53	
48	52	74	75	51	35	61	47	86	40	49	81	56	19	64	56	72	19	7	21	
76	37	12	19	3	88	87	52	76	16	23	56	13	98	3	5	1	58	16	90	
37	62	64	77	49	43	15	18	66	49	29	25	71	83	25	95	77	79	80	59	
99	23	33	52	70	9	67	17	32	21	7	49	99	88	44	16	25	67	21	18	
33	100	2	62	72	24	45	66	69	14	34	85	22	11	32	13	65	78	55	75	
5	30	31	27	100	70	94	8	20	72	28	11	69	9	10	6	51	7	26	1	
On machine	2
77	4	33	100	73	83	38	44	44	53	13	30	4	69	63	20	32	47	49	7	
92	13	27	49	74	35	98	48	96	85	99	30	27	86	62	47	35	80	83	79	
60	37	52	44	25	27	55	28	27	52	5	87	16	23	87	84	16	63	72	24	
51	85	4	51	52	88	60	57	46	21	73	20	65	95	73	64	92	72	7	47	
84	40	51	35	87	70	22	100	2	1	3	22	15	76	66	94	88	61	35	44	
60	63	94	33	19	46	78	50	8	7	28	73	76	60	38	18	22	33	55	13	
73	12	16	78	2	2	80	21	74	14	84	67	86	69	10	20	13	67	26	82	
2	77	73	2	43	47	82	58	57	29	59	7	41	52	73	44	50	74	90	26	
52	46	33	2	88	80	31	76	45	25	6	85	86	69	75	26	61	98	55	22	
80	85	12	94	90	2	57	20	80	21	20	3	32	46	41	9	78	76	43	100	
49	13	100	33	92	44	8	6	78	29	94	26	66	34	76	23	35	34	16	91	
4	2	67	11	31	29	89	96	27	40	45	22	94	78	54	19	8	70	66	32	
41	51	30	70	77	15	55	4	66	71	27	19	81	58	79	6	33	100	23	51	
88	68	14	69	52	29	8	47	37	86	81	98	71	29	24	66	27	9	95	51	
41	70	93	89	29	100	42	48	26	18	82	82	5	62	37	69	34	94	28	42	
73	77	95	22	93	54	27	14	85	39	94	38	53	2	11	62	82	81	58	57	
65	72	66	9	2	95	14	82	86	96	44	6	94	98	34	98	28	7	55	91	
71	66	56	11	66	68	75	48	29	92	74	21	15	70	8	4	63	86	89	100	
22	44	48	93	97	45	34	76	75	59	84	59	24	94	95	40	16	60	39	13	
46	70	10	96	37	11	63	84	88	21	87	79	95	9	54	5	1	24	37	46	
