Factories	2
Families	20
Machines	10
SetupType	2

Number of Jobs in each Family
8	2	8	4	4	10	1	10	10	2	6	9	7	4	2	10	10	2	1	5	

Jobs in each Family
0	1	2	3	4	5	6	7	
8	9	
10	11	12	13	14	15	16	17	
18	19	20	21	
22	23	24	25	
26	27	28	29	30	31	32	33	34	35	
36	
37	38	39	40	41	42	43	44	45	46	
47	48	49	50	51	52	53	54	55	56	
57	58	
59	60	61	62	63	64	
65	66	67	68	69	70	71	72	73	
74	75	76	77	78	79	80	
81	82	83	84	
85	86	
87	88	89	90	91	92	93	94	95	96	
97	98	99	100	101	102	103	104	105	106	
107	108	
109	
110	111	112	113	114	

Total number of jobs
115

Processing times of jobs
7	4	1	4	7	8	3	10	3	10	
3	8	10	5	1	5	9	4	5	4	
7	4	9	8	2	2	8	3	4	8	
3	6	6	4	3	2	7	5	6	8	
6	7	2	10	6	6	7	4	8	3	
4	2	4	3	4	2	3	4	7	5	
7	7	2	1	6	5	5	7	5	10	
5	9	4	2	8	4	6	9	1	1	
3	7	1	7	9	10	10	1	3	7	
9	8	8	2	5	5	4	5	2	10	
6	3	8	10	6	2	9	10	5	7	
5	7	7	10	9	3	3	9	5	6	
4	3	2	1	3	7	3	3	5	7	
6	8	5	6	7	10	9	1	9	7	
9	7	3	4	7	2	2	5	5	3	
5	6	5	3	8	4	8	9	7	3	
1	8	3	9	6	9	9	10	3	7	
1	4	2	5	2	1	2	4	4	10	
10	6	7	2	3	2	2	3	6	6	
8	2	3	8	5	8	3	3	8	10	
1	4	9	7	10	10	2	6	2	6	
9	1	8	3	1	1	2	10	3	6	
4	9	3	4	8	6	7	9	5	8	
10	9	2	10	3	2	2	4	9	9	
4	6	8	9	5	2	3	5	9	1	
2	6	2	10	5	6	4	6	10	7	
7	8	3	10	4	7	4	4	9	9	
4	2	3	2	10	1	5	9	6	10	
9	8	6	2	7	9	6	10	3	6	
5	8	6	7	10	6	8	5	1	8	
10	7	5	6	1	8	7	4	8	10	
2	3	6	1	4	3	10	4	6	9	
6	8	1	3	5	1	8	2	9	7	
9	8	5	6	10	1	2	6	5	8	
6	1	8	2	1	1	9	6	3	7	
8	8	6	4	8	1	4	8	9	10	
7	7	5	5	10	10	2	5	9	10	
1	6	2	1	8	4	3	4	10	1	
7	9	6	2	8	4	8	3	3	7	
3	5	9	1	6	2	6	9	5	8	
3	10	7	4	7	9	4	6	10	9	
2	8	7	5	6	6	6	6	9	2	
7	8	4	3	1	7	1	8	10	4	
6	3	5	10	5	6	8	7	5	9	
4	6	5	10	5	3	9	6	7	5	
5	4	1	4	5	1	10	5	3	4	
8	3	9	3	7	2	7	5	9	8	
5	4	10	1	7	3	9	8	3	3	
6	9	9	6	5	2	7	5	1	3	
5	8	5	2	10	5	9	7	10	4	
7	6	2	9	7	2	4	8	8	10	
3	9	5	5	8	6	2	2	6	4	
8	5	3	8	2	5	8	8	3	7	
1	5	9	1	7	7	6	2	5	2	
9	7	3	8	1	8	9	9	7	4	
6	3	8	5	7	9	1	8	5	4	
7	4	10	4	7	5	3	10	7	1	
9	8	7	3	5	7	6	6	2	1	
6	8	1	5	3	10	3	1	5	7	
1	7	9	8	3	6	7	2	3	1	
10	4	4	5	7	2	6	7	3	9	
3	6	4	10	3	9	8	2	2	5	
3	6	9	6	7	3	10	5	4	2	
2	2	5	6	2	7	1	9	10	7	
3	5	9	4	2	7	9	5	2	4	
5	6	3	10	2	3	1	10	4	2	
1	8	3	2	9	1	1	5	9	8	
3	2	2	8	10	2	6	8	2	6	
5	5	9	7	4	6	2	5	7	6	
8	9	6	10	1	2	2	1	10	5	
6	10	8	2	4	3	6	6	7	9	
2	10	2	7	5	1	7	6	3	5	
10	9	3	8	10	9	1	6	6	2	
10	7	1	4	1	9	6	4	2	8	
4	7	9	5	8	10	4	9	4	5	
7	4	1	8	2	9	8	8	6	7	
7	2	4	10	2	2	10	10	7	7	
2	9	5	10	4	2	3	3	9	10	
5	3	8	7	3	9	8	6	2	9	
2	7	4	7	9	7	4	6	8	7	
