Factories	2
Families	20
Machines	4
SetupType	3

Number of Jobs in each Family
1	9	2	10	7	10	8	10	4	7	5	7	6	9	6	4	7	2	8	1	

Jobs in each Family
0	
1	2	3	4	5	6	7	8	9	
10	11	
12	13	14	15	16	17	18	19	20	21	
22	23	24	25	26	27	28	
29	30	31	32	33	34	35	36	37	38	
39	40	41	42	43	44	45	46	
47	48	49	50	51	52	53	54	55	56	
57	58	59	60	
61	62	63	64	65	66	67	
68	69	70	71	72	
73	74	75	76	77	78	79	
80	81	82	83	84	85	
86	87	88	89	90	91	92	93	94	
95	96	97	98	99	100	
101	102	103	104	
105	106	107	108	109	110	111	
112	113	
114	115	116	117	118	119	120	121	
122	

Total number of jobs
123

Processing times of jobs
4	5	9	3	
5	4	2	6	
4	6	1	7	
5	4	8	1	
10	5	9	9	
8	1	4	1	
2	4	7	10	
7	1	1	4	
1	4	4	9	
4	5	2	1	
7	4	5	9	
6	1	9	9	
8	5	8	2	
1	3	1	4	
7	8	10	3	
5	9	8	10	
7	9	3	6	
8	8	7	9	
10	9	10	3	
1	10	3	3	
6	5	2	2	
2	7	7	3	
1	10	4	7	
6	8	1	7	
4	6	2	6	
3	1	1	5	
10	8	7	4	
8	9	2	2	
2	5	5	6	
1	5	6	8	
10	6	5	9	
6	9	7	10	
10	6	9	4	
5	6	2	2	
7	7	5	5	
1	9	10	1	
7	4	5	5	
1	9	10	6	
8	7	6	9	
10	1	8	1	
5	10	1	8	
9	5	9	4	
9	8	10	1	
6	2	8	9	
5	2	5	8	
4	5	4	9	
2	9	1	6	
9	4	4	9	
7	8	2	2	
8	4	2	2	
2	1	6	6	
7	4	10	1	
3	5	2	7	
5	4	9	9	
1	8	4	5	
1	10	8	6	
4	6	4	6	
1	4	4	8	
4	8	3	10	
8	9	6	10	
10	3	7	3	
9	8	1	3	
3	6	8	1	
3	3	5	1	
4	7	2	9	
6	5	5	10	
1	3	4	10	
1	5	8	2	
8	5	2	5	
5	2	4	1	
4	10	9	3	
2	3	5	9	
3	8	2	7	
7	4	3	7	
4	6	9	10	
4	1	3	4	
4	7	5	8	
7	5	3	4	
4	2	3	10	
8	1	6	2	
7	9	8	1	
2	2	5	10	
8	8	8	5	
1	8	3	5	
2	8	6	7	
5	3	2	8	
8	5	3	9	
4	8	5	1	
4	7	7	3	
5	1	7	3	
8	3	2	8	
9	6	2	8	
5	3	5	5	
3	10	9	10	
2	6	6	6	
5	4	4	2	
6	6	2	2	
10	3	5	2	
8	1	6	10	
1	2	5	10	
4	6	3	3	
5	10	6	6	
8	9	7	2	
1	4	9	2	
2	8	1	1	
3	3	2	4	
1	2	6	8	
6	8	5	4	
9	8	8	3	
9	5	10	10	
7	4	3	4	
3	8	4	3	
3	7	10	3	
8	8	7	3	
9	10	2	7	
10	2	8	1	
9	2	10	8	
6	2	8	8	
10	7	1	3	
1	2	6	8	
5	1	5	9	
7	6	4	4	
10	1	1	10	

Stepup times between Families, where [f][f] represents initial setup time
On machine	1
90	10	18	17	71	35	37	43	81	63	66	100	9	82	88	32	99	90	67	56	
49	36	54	76	51	46	33	75	86	93	83	25	98	68	2	97	45	32	90	31	
11	42	52	39	63	22	19	10	3	36	35	48	2	20	43	59	77	6	88	20	
28	32	60	71	78	40	64	67	16	69	6	7	42	61	22	14	18	98	15	70	
66	65	52	7	100	28	60	10	12	6	67	40	24	81	62	83	78	74	44	93	
83	5	2	50	91	96	43	11	9	40	12	59	32	99	72	69	98	18	84	68	
88	82	97	46	78	18	76	88	73	71	74	44	22	32	27	33	68	35	5	23	
41	11	18	86	73	11	66	41	28	47	34	2	29	46	27	84	39	88	27	71	
99	41	33	35	57	74	4	51	15	18	14	52	72	3	41	79	26	58	93	39	
71	8	35	67	92	30	25	42	34	36	43	7	20	18	58	16	89	51	56	21	
100	33	67	74	1	44	60	61	86	10	66	53	82	51	79	48	24	47	79	17	
35	36	88	97	33	44	5	47	97	87	42	55	18	16	7	5	73	58	25	9	
41	21	49	12	29	2	62	12	1	55	29	45	27	30	30	97	89	17	14	29	
6	34	63	52	25	56	40	99	42	69	54	90	80	25	26	87	25	12	47	24	
96	67	34	33	69	93	36	54	72	43	13	2	15	12	83	69	9	83	84	23	
11	69	68	33	46	76	36	23	61	32	71	35	8	76	43	2	1	96	84	72	
26	20	17	49	72	73	6	89	83	50	44	11	89	79	26	53	51	73	37	39	
73	48	39	58	98	56	57	7	76	45	80	49	92	51	27	59	69	34	39	17	
22	58	84	44	2	53	58	59	96	63	39	61	41	11	25	25	88	97	93	49	
20	43	5	34	2	27	64	27	43	45	92	48	62	53	80	41	17	12	58	47	
On machine	2
12	48	39	53	58	1	41	95	64	73	94	100	44	62	43	74	82	58	1	58	
73	20	43	71	36	1	68	58	14	9	31	40	59	39	89	93	27	34	1	17	
69	38	51	39	97	34	77	67	94	27	65	95	19	41	9	94	35	13	99	1	
18	26	45	83	57	32	56	26	29	90	55	62	12	31	43	54	13	63	100	5	
85	42	71	23	18	54	10	88	15	53	78	72	64	17	76	47	55	7	34	74	
91	81	25	27	60	71	35	38	63	13	69	69	72	19	82	1	21	5	65	41	
24	28	33	55	68	29	99	57	32	24	29	1	17	87	1	36	77	60	15	95	
35	84	78	67	25	30	87	95	84	4	36	7	7	36	8	39	87	77	96	100	
57	59	6	75	55	84	7	28	88	49	87	64	62	41	59	26	83	56	26	78	
16	62	81	55	35	84	35	51	91	43	49	49	32	37	81	6	2	49	77	75	
12	38	42	66	51	78	50	66	75	99	23	32	32	86	69	52	77	28	33	65	
31	38	79	71	83	100	89	81	29	88	9	70	29	75	94	20	59	28	85	69	
95	72	25	77	92	86	32	84	92	44	40	54	32	42	42	55	2	69	20	22	
84	10	73	61	15	60	5	59	48	16	42	33	94	8	98	41	36	1	41	95	
36	52	46	72	32	99	29	49	72	85	48	62	100	56	7	55	75	38	28	55	
64	36	63	50	88	53	92	94	17	71	38	90	29	93	96	43	46	17	6	88	
73	34	2	8	80	96	56	17	40	39	67	19	63	82	28	5	22	68	12	79	
94	68	33	61	84	85	21	99	39	40	35	37	9	54	98	73	76	68	95	2	
38	40	77	71	43	44	23	69	99	66	86	14	44	60	7	91	8	97	7	14	
46	40	53	11	53	63	4	76	85	43	10	23	22	69	40	5	50	80	35	7	
On machine	3
51	6	21	87	49	20	44	89	1	82	88	35	87	93	32	55	31	63	39	14	
14	88	83	16	11	3	82	86	8	45	19	43	75	63	19	68	76	46	96	18	
96	38	90	16	54	4	80	68	6	4	13	22	15	5	71	72	14	32	88	93	
83	95	36	84	90	31	94	58	30	7	87	67	84	51	86	18	92	43	8	75	
59	52	52	9	21	29	98	11	69	30	94	36	21	49	82	71	48	81	19	72	
65	36	76	51	85	51	43	12	48	79	66	24	76	54	5	91	71	56	92	75	
46	87	92	75	13	97	57	27	93	37	18	63	12	31	92	71	48	52	44	70	
54	85	68	86	64	42	4	59	85	54	85	61	72	9	21	3	96	54	28	37	
34	71	67	26	79	90	3	55	80	84	88	14	19	59	39	58	28	28	36	77	
63	83	8	60	40	15	14	28	48	72	5	77	38	35	61	95	23	7	77	22	
21	25	68	66	26	3	67	91	99	40	75	51	82	75	2	81	65	9	52	57	
96	35	26	10	2	33	54	78	7	16	86	12	4	38	25	22	7	15	11	98	
37	90	47	58	61	90	71	35	63	10	36	10	41	92	72	92	49	17	44	60	
